,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood
0,Golden Dynasty,ChIJNbpEQ-BEwokRdlNMRGinEyk,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",88.0,1.0,"6316 Bay Parkway, Brooklyn",40.614802000000005,-73.98080569999998,Brooklyn,Bensonhurst West
1,Ortobello's,ChIJGVsYUuBEwokRHsFR2Poibfk,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",280.0,2.0,"6401 Bay Parkway, Brooklyn",40.61428610000001,-73.9807222,Brooklyn,Bensonhurst East
2,Pizza Daddy,ChIJOU6CNeBEwokRDa6Upx1R45A,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",427.0,2.0,"6422 Bay Parkway, Brooklyn",40.614068200000006,-73.9814573,Brooklyn,Bensonhurst West
3,Star Park,ChIJq6rZbCBFwokRkW7bvZi-Mzk,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,,"6201 20th Avenue, Brooklyn",40.61803219999999,-73.98393270000001,Brooklyn,Bensonhurst West
4,Rona Food Corporation,ChIJv_d_cCBFwokRbwnIrac5ZsA,5.0,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,,"6113 20th Avenue, Brooklyn",40.6183406,-73.9836648,Brooklyn,Borough Park
5,Verona on the Grill,ChIJv_d_cCBFwokReDkszvnYsjM,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",41.0,1.0,"6113 20th Avenue, Brooklyn",40.6183526,-73.98366870000001,Brooklyn,Borough Park
6,Popeyes Louisiana Kitchen,ChIJBddcYv9FwokR8_V-V8kQwX0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.0,1.0,"6417 Bay Parkway, Brooklyn",40.613907899999994,-73.98090239999998,Brooklyn,Bensonhurst East
7,Yumi Bakery,ChIJKwCZ9_VFwokRD1sKzBe9DnE,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"6305 20th Avenue, Brooklyn",40.617348,-73.98460299999998,Brooklyn,Bensonhurst West
8,Qiu's House,ChIJsVP9ruFEwokRzgIxntkKsxA,4.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",30.0,,"2229 65th Street, Brooklyn",40.61351579999999,-73.9803835,Brooklyn,Bensonhurst East
9,Tasty Garden,ChIJVVWGhh9FwokRzrH8_6uA1Y0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"6415 20th Avenue, Brooklyn",40.6166739,-73.98540190000001,Brooklyn,Bensonhurst West
10,La Cemita,ChIJbVJJhB9FwokRYsT-jqnqbPo,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",127.0,1.0,"6417 20th Avenue, Brooklyn",40.61661909999999,-73.98542479999998,Brooklyn,Bensonhurst West
11,Europa Pizzeria,ChIJ_fGRhB9FwokRGjbeKS6b1wU,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",505.0,2.0,"6423 20th Avenue, Brooklyn",40.6165711,-73.9855453,Brooklyn,Bensonhurst West
12,Golden Bay Kitchen,ChIJyQkYQPBFwokRJG3CPX7PRZ8,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"6604 Bay Parkway, Brooklyn",40.61322979999999,-73.98239459999998,Brooklyn,Bensonhurst West
13,好儿女,ChIJl3hJ40tFwokRDpalUOPUQ10,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"6604 Bay Parkway, Brooklyn",40.613215999999994,-73.9823557,Brooklyn,Bensonhurst West
14,E Dim Sum,ChIJtX7nsztFwokRlFQgPLNvjJI,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,,"2006 65th Street, Brooklyn",40.6162471,-73.98573459999999,Brooklyn,Bensonhurst West
15,Golden City 煌嘉囍宴,ChIJq6pagB9FwokRC6Gpbh_3kHY,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",343.0,2.0,"6418 20th Avenue, Brooklyn",40.616895299999996,-73.9858036,Brooklyn,Bensonhurst West
16,Nasima's Express,ChIJcwZUV7BFwokRidKc1kBCTkY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,Brooklyn,40.612981700000006,-73.9822377,Brooklyn,Bensonhurst East
17,McDonald's,ChIJ-ztJ3uFEwokR-tPqlsIeqsA,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1048.0,1.0,"6620 Bay Parkway, Brooklyn",40.6128951,-73.982663,Brooklyn,Bensonhurst West
18,Dunkin',ChIJYceQ4OFEwokRpfqkxaXp6Tg,3.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",141.0,1.0,"6627 Bay Parkway, Brooklyn",40.612755799999995,-73.98231690000001,Brooklyn,Bensonhurst East
19,Jing Xin Soon,ChIJlRB16OFEwokRv1-Zx27XlX4,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"6627 Bay Parkway, Brooklyn",40.6127151,-73.982238,Brooklyn,Bensonhurst East
20,Tova Kosher Pizza,ChIJt3cBtixFwokR65YG1H84yfU,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"4514 13th Avenue, Brooklyn",40.63713199999999,-73.990337,Brooklyn,Borough Park
21,Benny's Famous Pizza,ChIJv_TSW9RawokR1tRrEEjtpcM,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",300.0,,"4514 13th Avenue, Brooklyn",40.63713199999999,-73.990337,Brooklyn,Borough Park
22,China Glatt,ChIJAXQOU9NawokR0QPQ1nvCy2k,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",697.0,2.0,"4413 13th Avenue, Brooklyn",40.63746,-73.9893864,Brooklyn,Borough Park
23,Upside Now!,ChIJx8KV9IpFwokRpKrgJVVPkMY,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",186.0,,"4621 13th Avenue, Brooklyn",40.636153,-73.9906129,Brooklyn,Borough Park
24,Amnon's Kosher Pizza,ChIJi9IXAS1FwokRzW4igeHSUkg,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1192.0,1.0,"4814 13th Avenue, Brooklyn",40.6353492,-73.9919815,Brooklyn,Borough Park
25,Chris’s,ChIJiWcUuKFbwokRFdDHyDHHNV4,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"1254 42nd Street, Brooklyn",40.639150799999996,-73.98890779999998,Brooklyn,Borough Park
26,Falfamania,ChIJDcleHQtbwokRIloSfcm0pO8,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"4305 12th Avenue, Brooklyn",40.63945820000001,-73.9908597,Brooklyn,Borough Park
27,Orchidea Restaurant,ChIJ1UvAaS1FwokRaydaGXUQCqE,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",409.0,2.0,"4815 12th Avenue, Brooklyn",40.6366357,-73.9937528,Brooklyn,Borough Park
28,Spoons,ChIJoV0CuS1FwokRuBQ7ck5P_Dg,4.3,"['meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",451.0,2.0,"5001 13th Avenue, Brooklyn",40.6342198,-73.9924796,Brooklyn,Borough Park
29,Platers & co New York,ChIJpad_X9RawokRLN9SHld8Zrs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"4021 13th Avenue, Brooklyn",40.6395254,-73.98712359999998,Brooklyn,Borough Park
30,Asia Glatt Kosher,ChIJVyveXy1FwokRKc-Vb1whgIQ,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",324.0,2.0,"4813 New Utrecht Avenue, Brooklyn",40.636940700000004,-73.9944782,Brooklyn,Borough Park
31,Nu Cafe 47,ChIJZ1eYUy1FwokRPVFUUEMpv-4,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",69.0,2.0,"4709 New Utrecht Avenue, Brooklyn",40.63788389999999,-73.9944213,Brooklyn,Borough Park
32,The Loft Steakhouse - Party Room,ChIJS6Opt4lbwokRmsR3twS3IlE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"4009 13th Avenue, Brooklyn",40.6397273,-73.9869453,Brooklyn,Borough Park
33,The Loft Steakhouse,ChIJL256UNRawokRrFQgMDgOXBM,4.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1540.0,3.0,"1306 40th Street, Brooklyn",40.6397244,-73.98682120000001,Brooklyn,Borough Park
34,El Morro Tecleño,ChIJ4WVuW9RawokRDb2UsMR-34w,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,,"4005 13th Avenue, Brooklyn",40.639859200000004,-73.98683609999998,Brooklyn,Borough Park
35,Rita's Italian Ice & Frozen Custard,ChIJNYaCjaBFwokRd7hKsdU3GZk,4.3,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",6.0,1.0,"1311 51st Street, Brooklyn",40.6337809,-73.9928396,Brooklyn,Borough Park
36,Table 40,ChIJLeNeWtRawokRsyBc5FDjiag,4.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",322.0,2.0,"4001 13th Avenue, Brooklyn",40.6399,-73.9868,Brooklyn,Borough Park
37,Sesame - Boro Park,ChIJWzNzPq5FwokRpGctDFofO4s,4.8,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",156.0,,"5024 13th Avenue, Brooklyn",40.63406339999999,-73.99334139999998,Brooklyn,Borough Park
38,Las Marinas,ChIJCeJ-ENVawokRaZXP4P2sWz8,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,,"4018 14th Avenue, Brooklyn",40.63846159999999,-73.98524609999998,Brooklyn,Borough Park
39,Santos 2,ChIJrx5nqjJFwokRzC11BxgY36Y,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",81.0,1.0,"4718 New Utrecht Avenue, Brooklyn",40.637916,-73.994838,Brooklyn,Borough Park
40,Bh Food Corporation,ChIJ6VdhUNhEwokRCYgAaTATOrY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"1914 53rd Street, Brooklyn",40.6242457,-73.98069799999998,Brooklyn,Borough Park
41,JII Pizza,ChIJ1_WnoidFwokRReO1uB00pgU,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",194.0,1.0,"5502 18th Avenue, Brooklyn",40.62492200000001,-73.984667,Brooklyn,Borough Park
42,Veggies Inc,ChIJEdy4-SdFwokRnp7RwBpwHSY,4.7,"['convenience_store', 'grocery_or_supermarket', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",9.0,,"5301 18th Avenue, Brooklyn",40.625856,-73.9832038,Brooklyn,Borough Park
43,Glatt A La Carte,ChIJJwEg-ddEwokROudgJLI-Kt0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",893.0,2.0,"5123 18th Avenue, Brooklyn",40.6265615,-73.9824403,Brooklyn,Borough Park
44,Hadar Geulah,ChIJ3WGNyyZFwokR2rEXFNl5UUM,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",236.0,2.0,"5914 18th Avenue, Brooklyn",40.6223882,-73.98709389999998,Brooklyn,Borough Park
45,Le Buffet,ChIJL-0aNyZFwokRff7KScaG8as,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",74.0,,"5501 17th Avenue, Brooklyn",40.62597969999999,-73.9865323,Brooklyn,Borough Park
46,A & L Pizza Restaurant,ChIJQ85jRSFFwokRUhDlGwfjlG0,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,,"6024 18th Avenue, Brooklyn",40.6215929,-73.9878756,Brooklyn,Borough Park
47,Vaad Hachnosas Orchim Guest,ChIJTQCkEChFwokRe-u4uPXeCaA,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"1733 52nd Street, Brooklyn",40.627495,-73.983761,Brooklyn,Borough Park
48,City cafe kosher,ChIJJbfp2qhFwokRX2j5UjFrzgE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"4923 18th Avenue, Brooklyn",40.627791499999994,-73.9812671,Brooklyn,Borough Park
49,MSL Estates,ChIJQRu7JihFwokRaK9Do43L4i0,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"1725 51st Street, Brooklyn",40.62813999999999,-73.98333579999998,Brooklyn,Borough Park
50,Like Cafe,ChIJq6rtZCFFwokRxApf8ZfR_2o,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",233.0,1.0,"6205 18th Avenue, Brooklyn",40.620582,-73.98840909999998,Brooklyn,Bensonhurst West
51,Good Day,ChIJt-ODYSFFwokRDKwtLRsmf7Q,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",226.0,2.0,"6202 18th Avenue, Brooklyn",40.6208381,-73.9886856,Brooklyn,Bensonhurst West
52,Shaya'las art,ChIJMwZUnSFFwokRakg9_sJYUWc,,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,"1833 63rd Street, Brooklyn",40.6199529,-73.9879723,Brooklyn,Bensonhurst West
53,Yi's Sandwich Shop,ChIJQQYdR9pEwokRYCohrDylvak,4.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"1211 McDonald Avenue, Brooklyn",40.623785,-73.975523,Brooklyn,Ocean Parkway South
54,Double Dragon,ChIJIzZYP9pEwokRB-aACpMC6gM,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",24.0,,"1207 McDonald Avenue, Brooklyn",40.623927200000004,-73.9755155,Brooklyn,Ocean Parkway South
55,Sungai Malaysian Cuisine,ChIJF4EMN5VFwokR-_RTpJuO9-o,4.2,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",75.0,,"6218 18th Avenue, Brooklyn",40.62050869999999,-73.989041,Brooklyn,Bensonhurst West
56,Jin Jin Hong Kong Cafe,ChIJNTq51yNFwokRtdAsSDNH5ig,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",377.0,1.0,"6224 18th Avenue, Brooklyn",40.6205055,-73.9890978,Brooklyn,Bensonhurst West
57,Naim Kosher Pizza,ChIJLQ5xmipbwokRbnKvZfcml1Y,4.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",108.0,1.0,"3904 15th Avenue, Brooklyn",40.637965,-73.9822591,Brooklyn,Borough Park
58,Josef restaurant,ChIJ0z2CWdZbwokREhyx4KYNwfE,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"1449 38, Brooklyn",40.63928,-73.982124,Brooklyn,Borough Park
59,Breadberry Local at Brooklyn Square,ChIJ54aODypbwokR5rl3nfAufKQ,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",82.0,2.0,"3611 14th Avenue, Brooklyn",40.64057449999999,-73.98229609999999,Brooklyn,Borough Park
60,Sin Fronteras Restaurant,ChIJm-cU7WpbwokRkHrbZkGcFnk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"3913 13th Avenue, Brooklyn",40.640175299999996,-73.986389,Brooklyn,Borough Park
61,Noshers,ChIJYVVtwSpFwokR4yoQW1_RFEw,4.6,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",50.0,,"4312 15th Avenue, Brooklyn",40.635542,-73.984611,Brooklyn,Borough Park
62,VIP Grill,ChIJe9SR0NVawokRfzxuaVI3jh8,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",702.0,2.0,"3715 13th Avenue, Brooklyn",40.6413313,-73.98533189999998,Brooklyn,Borough Park
63,Freund's Kitchen,ChIJWXcMvipFwokRlexwf2K3duA,4.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",126.0,2.0,"4305 15th Avenue, Brooklyn",40.63544,-73.984197,Brooklyn,Borough Park
64,10:00 AM,ChIJoV9sIElbwokRIZqoLWtZWWY,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"3806 13th Avenue, Brooklyn",40.6411009,-73.98600520000001,Brooklyn,Borough Park
65,10AM Breakfast Bar,ChIJlww0HAdbwokR2rnO5dC6Izk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park
66,10am Breakfast Bar,ChIJ_c3ELVBbwokRiw6-l0iOj44,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park
67,Mi Barrio,ChIJR7I_jSlbwokRZU37G6d6oL4,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",162.0,2.0,"3415 14th Avenue, Brooklyn",40.64166669999999,-73.98138890000001,Brooklyn,Borough Park
68,Sushi K Bar,ChIJK_bsPtVEwokRS5TBFDxTCgo,4.4,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",317.0,1.0,"4120 16th Avenue, Brooklyn",40.6352778,-73.98138890000001,Brooklyn,Borough Park
69,Matamin Kosher Products Co.,ChIJVxoIcNVEwokR_VoxGrI7RD8,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"4302 16th Avenue, Brooklyn",40.63440080000001,-73.98220620000001,Brooklyn,Borough Park
70,Three Flavors Dumpling King Inc.,ChIJ2-wbD9tFwokRq8-qSJsFvu0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,,"6308 18th Avenue, Brooklyn",40.62016679999999,-73.98933579999998,Brooklyn,Bensonhurst West
71,Dunkin',ChIJOVxJKyJFwokRSz8KB5a48yM,3.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",71.0,1.0,"6309 18th Avenue # 6315, Brooklyn",40.61991690000001,-73.98908279999998,Brooklyn,Bensonhurst West
72,Subway,ChIJjazOv7hFwokRetvy7wYQ0mQ,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",24.0,1.0,"6313 18th Avenue, Brooklyn",40.61989310000001,-73.98920509999999,Brooklyn,Bensonhurst West
73,Umai Ramen,ChIJT8BCLSJFwokRTd_Gfu8CzzY,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",228.0,1.0,"6320 18th Avenue, Brooklyn",40.619983000000005,-73.989631,Brooklyn,Bensonhurst West
74,J & V Pizzeria,ChIJ4TjsMiJFwokRih1T2YTQNQE,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",420.0,1.0,"6322 18th Avenue, Brooklyn",40.619939,-73.989665,Brooklyn,Bensonhurst West
75,El Recuerdo,ChIJRd_IJR9gwokRl1hFw6fvXp4,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",183.0,,"14605 34th Avenue, Flushing",40.7674865,-73.82091919999998,Queens,Murray Hill
76,Golden Door,ChIJRd_IJR9gwokRrV_EBempTtw,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"14605 34th Avenue, Flushing",40.767369200000005,-73.8209042,Queens,Murray Hill
77,Dae Bak Restaurant,ChIJbQyPJR9gwokR4Iy8RG51wUY,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,,"146-06 34th Avenue, Flushing",40.7671557,-73.82085079999999,Queens,Murray Hill
78,Domino's Pizza,ChIJgZN4IiJgwokRy4YIkSN2_SM,2.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",500.0,1.0,"14909 Northern Boulevard, Queens",40.7655942,-73.81696149999998,Queens,Murray Hill
79,Saigon Dumpling,ChIJJSKifhlhwokR-W09-WzMQxs,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"Northern Boulevard, Flushing",40.76539950000001,-73.8175923,Queens,Murray Hill
80,Yi Jia Kitchen 忆家馆,ChIJHyDE6o9hwokRJ63kvTYEt7k,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,,"14748 Northern Boulevard, Flushing",40.7652088,-73.8174595,Queens,Murray Hill
81,Gossip House-韩国料理,ChIJvUA0ECJgwokR8E4fkoJykzk,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",93.0,,"147-46 Northern Boulevard, Flushing",40.765198299999994,-73.8175455,Queens,Murray Hill
82,Sandwich King Deli,ChIJbdy4wRhgwokRqknB_e37t_g,3.7,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",51.0,,"146-25 Northern Boulevard, Flushing",40.765409000000005,-73.819684,Queens,Murray Hill
83,Dunkin',ChIJoRBsvxhgwokRuw_LDEuIhzg,4.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",286.0,1.0,"14625 Northern Boulevard, Queens",40.7654244,-73.81979890000001,Queens,Murray Hill
84,Appetizing Grill 串江湖,ChIJe9SOoZxhwokRXRf434paxto,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",35.0,,"14734B Northern Boulevard, Flushing",40.76510489999999,-73.8178093,Queens,Murray Hill
85,New York K-BBQ,ChIJy6XR4sJhwokRyp_7VMom884,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,,"149-06 Northern Boulevard, Flushing",40.7651402,-73.8168639,Queens,Murray Hill
86,Dynasty Chinese Restaurant,ChIJ1RYvECJgwokRYI3212ZOqiQ,3.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.0,1.0,"147-18 Northern Boulevard, Flushing",40.7651034,-73.8185009,Queens,Murray Hill
87,X-tra Cheese Pizza,ChIJ07UBCiJgwokReeuALFCHd-g,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",150.0,1.0,"14720 Northern Boulevard, Flushing",40.76509399999999,-73.81847599999998,Queens,Murray Hill
88,Star Mini Mart,ChIJSYvFoBhgwokRSItH5Cw4T2g,,"['convenience_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,,"14716 Northern Boulevard, Flushing",40.7650739,-73.81865959999999,Queens,Murray Hill
89,Subway,ChIJM4vFoBhgwokRIwYgG5ANuh8,3.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,1.0,"147-16 Northern Boulevard, Queens",40.765034,-73.81863229999998,Queens,Murray Hill
90,부뚜막 (Buttumak),ChIJIUsF1yNgwokRoywmpmriEXo,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",60.0,,"150-05 Northern Boulevard, Flushing",40.765468,-73.814847,Queens,Murray Hill
91,Northern King Dumpling 노던 왕만두,ChIJHZ4EB35hwokRuolhLvahQ3c,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,,"14944 Northern Boulevard, Flushing",40.765126,-73.81554399999999,Queens,Murray Hill
92,Northern Wang Mandoo,ChIJLYGl0iNgwokRyqJ9WT32WAs,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",34.0,,"149-44 Northern Boulevard, Flushing",40.7651496,-73.8153926,Queens,Murray Hill
93,CafeVine,ChIJF7HlEXlhwokRqvVa4XuEND8,4.1,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",107.0,,"150-13 Northern Boulevard, Flushing",40.7653787,-73.81460030000001,Queens,Murray Hill
94,Tacos Bravos,ChIJB9I4U49hwokRy6zl5kyM-FA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,,"146 St &, Northern Boulevard, Flushing",40.76512460000001,-73.82051919999998,Queens,Murray Hill
95,HANS FOOD,ChIJAc-VLhVhwokRRCydEuBXeOg,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"4232 162nd Street #1fl, Flushing",40.7593323,-73.80429629999998,Queens,East Flushing
96,Aladin Lamb BBQ,ChIJ1yccpghhwokRoYQgjmEAZ90,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",20.0,,"42-32 162nd Street, Flushing",40.7593323,-73.80429629999998,Queens,East Flushing
97,Malien Group Inc,ChIJ8SzyzC9gwokRilOOTcYtPhU,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"4205 162nd Street, Flushing",40.75997580000001,-73.80384260000002,Queens,East Flushing
98,"Marrizzang 마리짱 | Korean Food Delivery in flushing, NY | 뉴욕 분식, 뉴욕 한정식/돈까스 맛집, 플러싱 맛집, 플러싱 분식집/냉면",ChIJW0m2EuRhwokRwk3nBopqTH4,4.3,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",36.0,1.0,"42-37 162nd Street, Queens",40.759139000000005,-73.803855,Queens,East Flushing
99,New Asian,ChIJGSm3ti9gwokRJgHI-uFy0sE,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",24.0,,"41-24 162nd Street, Flushing",40.7606993,-73.8040579,Queens,Murray Hill
100,Mr. David's Chicken Joint,ChIJBdC12WJhwokRx6oFVsJYCvc,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"43rd ave and, 162nd Street, Flushing",40.7587166,-73.804147,Queens,East Flushing
101,Hainan,ChIJ86jijMhhwokRItWSGT6dpW8,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",64.0,,"41-25 162nd Street, Flushing",40.7606662,-73.8038176,Queens,Murray Hill
102,Pelicana Chicken - Flushing,ChIJtzNwtC9gwokR15oOVjsGA3U,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",424.0,2.0,"41-23 162nd Street, Flushing",40.76074029999999,-73.8037884,Queens,Murray Hill
103,Zu Rang Restaurant,ChIJL-f3sS9gwokRP3sTrdeXhgk,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",109.0,2.0,"4114 162nd Street, Flushing",40.7609592,-73.80402889999998,Queens,Murray Hill
104,Dongwon Sushi & Tuna,ChIJPXIusy9gwokRoKMKjtY1htw,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",265.0,,"41-19 162nd Street, Flushing",40.7607877,-73.8037006,Queens,Murray Hill
105,Parksanbal Babs,ChIJL1_grS9gwokRG5DeN535P9o,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",168.0,1.0,"41-10 162nd Street, Flushing",40.7610935,-73.8040319,Queens,Murray Hill
106,Hansol Food,ChIJY2haay9gwokRBuheAO-pStk,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,,"41-06 162nd Street, Flushing",40.76115659999999,-73.804107,Queens,Murray Hill
107,Nalmada Pocha,ChIJw5YubUdhwokR4HS2xHu5Mao,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"41-04 162nd Street, Flushing",40.7612295,-73.8040528,Queens,Murray Hill
108,Somoon Corporation.,ChIJocdSrC9gwokR790Q1NE1HXU,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,,"4104 162nd Street, Flushing",40.76122489999999,-73.8039958,Queens,Murray Hill
109,La Nueva Amistad,ChIJKU_sVC5gwokR9agiNm-Wjns,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",96.0,,"40-29 162nd Street, Flushing",40.7614104,-73.80371170000001,Queens,Murray Hill
110,Fratelli's Pizzeria,ChIJTW8Sqi9gwokRR7KlN6qcm2E,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",82.0,1.0,"4036 162nd Street, Flushing",40.76158,-73.804017,Queens,Murray Hill
